name,L-S,smiles,comment,ee,T,ddG,ligand,substrate,solvent
R264,L5-2-S121,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(cc2)OCCCC)NC1(C)C)C.c1(ccccc1)C,,90.0,273.15,1.598257496,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2,C1=C(c2c(cc(cc2)OCCCC)NC1(C)C)C,c1(ccccc1)C
R265,L5-2-S122,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(cc2)OCc2ccccc2)NC1(C)C)C.c1(ccccc1)C,,94.0,273.15,1.886845279,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2,C1=C(c2c(cc(cc2)OCc2ccccc2)NC1(C)C)C,c1(ccccc1)C
R266,L5-2-S123,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(cc2)OCc2c3ccccc3ccc2)NC1(C)C)C.c1(ccccc1)C,,90.0,273.15,1.598257496,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2,C1=C(c2c(cc(cc2)OCc2c3ccccc3ccc2)NC1(C)C)C,c1(ccccc1)C
R267,L5-2-S124,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(c(c2)F)OC)NC1(C)C)C.c1(ccccc1)C,,78.0,273.15,1.134865641,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2,C1=C(c2c(cc(c(c2)F)OC)NC1(C)C)C,c1(ccccc1)C
R268,L5-2-S125,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(c(c2)Cl)OC)NC1(C)C)C.c1(ccccc1)C,,86.0,273.15,1.404069048,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2,C1=C(c2c(cc(c(c2)Cl)OC)NC1(C)C)C,c1(ccccc1)C
R269,L5-2-S126,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(c(c2)Br)OC)NC1(C)C)C.c1(ccccc1)C,,86.0,273.15,1.404069048,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2,C1=C(c2c(cc(c(c2)Br)OC)NC1(C)C)C,c1(ccccc1)C
R270,L5-2-S153,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(c3c(cc2)cccc3)NC1(C)C)C.c1(ccccc1)C,,65.0,273.15,0.841672711,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2,C1=C(c2c(c3c(cc2)cccc3)NC1(C)C)C,c1(ccccc1)C
R271,L5-2-S128,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(c3c(cc2)ccc(c3)OC)NC1(C)C)C.c1(ccccc1)C,,92.0,273.15,1.725064908,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2,C1=C(c2c(c3c(cc2)ccc(c3)OC)NC1(C)C)C,c1(ccccc1)C
R279,L5-3-S130,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OC)O[Si](C)(C)C)c1ccccc1.ClCCl,,98.0,297.15,2.713410895,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=C)(c1c(cc(cc1)OC)O[Si](C)(C)C)c1ccccc1,ClCCl
R280,L5-3-S131,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OCc1ccccc1)O[Si](C)(C)C)c1ccccc1.ClCCl,,98.0,297.15,2.713410895,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=C)(c1c(cc(cc1)OCc1ccccc1)O[Si](C)(C)C)c1ccccc1,ClCCl
R281,L5-3-S132,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OCC=C)O[Si](C)(C)C)c1ccccc1.ClCCl,,98.0,297.15,2.713410895,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=C)(c1c(cc(cc1)OCC=C)O[Si](C)(C)C)c1ccccc1,ClCCl
R282,L5-3-S133,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OCC#C)O[Si](C)(C)C)c1ccccc1.ClCCl,,99.0,297.15,3.125688001,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=C)(c1c(cc(cc1)OCC#C)O[Si](C)(C)C)c1ccccc1,ClCCl
R283,L5-3-S134,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc2c(c1)OCO2)O[Si](C)(C)C)c1ccccc1.ClCCl,,97.0,297.15,2.470994528,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=C)(c1c(cc2c(c1)OCO2)O[Si](C)(C)C)c1ccccc1,ClCCl
R284,L5-3-S135,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)O[Si](C(C)(C)C)(C)C)O)c1ccccc1.ClCCl,,99.0,297.15,3.125688001,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=C)(c1c(cc(cc1)O[Si](C(C)(C)C)(C)C)O)c1ccccc1,ClCCl
R285,L5-3-S136,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O)OC)c1ccc(cc1)OC.ClCCl,,96.0,297.15,2.298113638,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=C)(c1ccc(cc1O)OC)c1ccc(cc1)OC,ClCCl
R286,L5-3-S137,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O)OC)c1ccc(cc1)SC.ClCCl,,98.0,297.15,2.713410895,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=C)(c1ccc(cc1O)OC)c1ccc(cc1)SC,ClCCl
R287,L5-3-S138,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O[Si](C)(C)C)OC)c1ccc(cc1)OC.ClCCl,,98.0,297.15,2.713410895,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=C)(c1ccc(cc1O[Si](C)(C)C)OC)c1ccc(cc1)OC,ClCCl
R288,L5-3-S139,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O[Si](C)(C)C)OC)c1ccc(cc1)C=C.ClCCl,,98.0,297.15,2.713410895,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=C)(c1ccc(cc1O[Si](C)(C)C)OC)c1ccc(cc1)C=C,ClCCl
R289,L5-3-S140,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O[Si](C)(C)C)OC)c1ccc(cc1)c1ccccc1.ClCCl,,98.0,297.15,2.713410895,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=C)(c1ccc(cc1O[Si](C)(C)C)OC)c1ccc(cc1)c1ccccc1,ClCCl
R290,L5-3-S141,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O[Si](C)(C)C)OC)c1ccc(cc1)F.ClCCl,,97.0,297.15,2.470994528,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=C)(c1ccc(cc1O[Si](C)(C)C)OC)c1ccc(cc1)F,ClCCl
R291,L5-3-S142,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O[Si](C)(C)C)OC)c1c2ccccc2ccc1.ClCCl,,75.0,297.15,1.149056819,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=C)(c1ccc(cc1O[Si](C)(C)C)OC)c1c2ccccc2ccc1,ClCCl
R292,L5-3-S143,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccccc1O[Si](C)(C)C)c1ccc(cc1)OC.ClCCl,,80.0,297.15,1.297457586,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=C)(c1ccccc1O[Si](C)(C)C)c1ccc(cc1)OC,ClCCl
R293,L5-4-S3,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C(=C)(c1ccccc1)NC(=O)C.c1(ccccc1)C,,91.0,323.15,1.961847774,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2,C(=C)(c1ccccc1)NC(=O)C,c1(ccccc1)C
R294,L5-4-S144,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C(=C)(c1ccc(cc1)C)NC(=O)C.c1(ccccc1)C,,91.0,323.15,1.961847774,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2,C(=C)(c1ccc(cc1)C)NC(=O)C,c1(ccccc1)C
R295,L5-4-S4,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C(=C)(c1ccc(cc1)Cl)NC(=O)C.c1(ccccc1)C,,92.0,323.15,2.04083736,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2,C(=C)(c1ccc(cc1)Cl)NC(=O)C,c1(ccccc1)C
R296,L5-4-S145,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C(=C)(c1ccc(cc1)F)NC(=O)C.c1(ccccc1)C,,90.0,323.15,1.890817901,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2,C(=C)(c1ccc(cc1)F)NC(=O)C,c1(ccccc1)C
R297,L5-4-S107,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C=C(NC(=O)C)c1ccc(cc1)C(F)(F)F.c1(ccccc1)C,,87.0,323.15,1.712116193,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2,C=C(NC(=O)C)c1ccc(cc1)C(F)(F)F,c1(ccccc1)C
R298,L5-4-S146,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C(=C)(c1ccc(cc1)OC)NC(=O)C.c1(ccccc1)C,,95.0,323.15,2.352613857,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2,C(=C)(c1ccc(cc1)OC)NC(=O)C,c1(ccccc1)C
R299,L5-4-S127,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C(=C)(c1cc(ccc1)OC)NC(=O)C.c1(ccccc1)C,,74.0,323.15,1.220730632,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2,C(=C)(c1cc(ccc1)OC)NC(=O)C,c1(ccccc1)C
R300,L5-4-S147,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C(=C)(NC(=O)C)c1c2ccccc2ccc1.c1(ccccc1)C,,89.0,323.15,1.826224222,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2,C(=C)(NC(=O)C)c1c2ccccc2ccc1,c1(ccccc1)C
R301,L5-4-S148,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C(=C)(c1cc2c(cc1)cccc2)NC(=O)C.c1(ccccc1)C,,94.0,323.15,2.232231565,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2,C(=C)(c1cc2c(cc1)cccc2)NC(=O)C,c1(ccccc1)C
R308,L5-8-S149,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1cc2ccccc2cc1)\C.c1ccccc1,,70.0,333.15,1.148371513,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,C(=N\c1ccc(cc1)OC)(/c1cc2ccccc2cc1)\C,c1ccccc1
R309,L5-8-S150,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccccc1)(/c1cc2ccccc2cc1)\C.c1ccccc1,,68.0,333.15,1.097809712,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,C(=N\c1ccccc1)(/c1cc2ccccc2cc1)\C,c1ccccc1
R310,L5-8-S151,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccccc1)(/c1ccc(cc1)C(F)(F)F)\C.c1ccccc1,,70.0,333.15,1.148371513,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,C(=N\c1ccccc1)(/c1ccc(cc1)C(F)(F)F)\C,c1ccccc1
R311,L5-8-S152,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1ccc(cc1)C(F)(F)F)\C.c1ccccc1,,72.0,333.15,1.201790624,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,C(=N\c1ccc(cc1)OC)(/c1ccc(cc1)C(F)(F)F)\C,c1ccccc1
R312,L5-8-S8,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1ccccc1)\C.c1ccccc1,,74.0,333.15,1.258506607,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,C(=N\c1ccc(cc1)OC)(/c1ccccc1)\C,c1ccccc1
R313,L5-8-S7,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccccc1)(/c1ccccc1)\C.c1ccccc1,,72.0,333.15,1.201790624,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,C(=N\c1ccccc1)(/c1ccccc1)\C,c1ccccc1
R314,L5-8-S154,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1ccccc1F)\C.c1ccccc1,,84.0,333.15,1.616926123,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,C(=N\c1ccc(cc1)OC)(/c1ccccc1F)\C,c1ccccc1
R315,L5-8-S155,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1ccccc1C)\C.c1ccccc1,,78.0,333.15,1.384149692,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,C(=N\c1ccc(cc1)OC)(/c1ccccc1C)\C,c1ccccc1
R316,L5-8-S156,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1ccc(cc1C)C)\C.c1ccccc1,,78.0,333.15,1.384149692,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,C(=N\c1ccc(cc1)OC)(/c1ccc(cc1C)C)\C,c1ccccc1
R317,L5-8-S157,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1ccc(cc1)c1ccccc1)\C.c1ccccc1,,74.0,333.15,1.258506607,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,C(=N\c1ccc(cc1)OC)(/c1ccc(cc1)c1ccccc1)\C,c1ccccc1
R318,L5-8-S158,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1ccc(cc1)OC)\C.c1ccccc1,,72.0,333.15,1.201790624,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,C(=N\c1ccc(cc1)OC)(/c1ccc(cc1)OC)\C,c1ccccc1
R319,L5-8-S159,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1cccc(c1)Br)\C.c1ccccc1,,72.0,333.15,1.201790624,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,C(=N\c1ccc(cc1)OC)(/c1cccc(c1)Br)\C,c1ccccc1
R320,L5-8-S160,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1ccccc1C(F)(F)F)\C.c1ccccc1,,82.0,333.15,1.53171384,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,C(=N\c1ccc(cc1)OC)(/c1ccccc1C(F)(F)F)\C,c1ccccc1
